Compensation,Log(sales),Stock return,Volatility,Board size,Fraction of female,Fraction of independent,Gender,Age,Tenure,Number of other directorship,Retired
478.1892244,15.92959304,-1.211924636,1.115022591,6,0.166666667,0,0,60,19,2,1
231.4031041,16.08596631,-0.375350918,1.578070881,6,0,0.333333333,0,59,6,2,1
220.9428105,16.08596631,-0.375350918,1.578070881,6,0,0.333333333,0,51,7,2,1
389.4976771,16.08596631,-0.375350918,1.578070881,6,0,0.333333333,0,50,18,4,0
366.4982006,16.08596631,-0.375350918,1.578070881,6,0,0.333333333,0,52,15,2,0
466.8181182,16.08596631,-0.375350918,1.578070881,6,0,0.333333333,0,59,13,1,1
498.1046383,16.08596631,-0.375350918,1.578070881,6,0,0.333333333,0,64,18,0,0
442.9408118,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,1,63,11,0,1
303.0576849,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,1,57,15,2,0
564.9512259,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,1,58,25,0,1
388.9742369,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,1,67,0,0,1
165.3148424,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,1,55,7,0,0
414.0032684,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,0,62,15,2,0
801.6408249,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,0,58,18,2,1
984.5198336,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,0,61,19,1,1
358.195311,15.78542502,-1.330804405,1.81622264,9,0.555555556,0.666666667,0,66,30,4,0
348.9173312,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,62,1,1,0
793.5722244,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,65,16,2,1
566.6161126,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,67,5,1,0
814.0944742,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,62,15,1,0
558.690737,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,64,9,1,1
231.8776302,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,62,10,1,0
1061.491915,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,64,9,0,0
920.7263913,15.88200253,0.42519339,3.009857247,10,0.8,0.4,1,64,16,1,0
513.5970425,15.88200253,0.42519339,3.009857247,10,0.8,0.4,0,60,17,4,1
580.4202184,15.88200253,0.42519339,3.009857247,10,0.8,0.4,0,71,7,2,0
378.542561,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,1,64,5,0,0
355.788207,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,1,47,28,1,1
297.532309,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,54,13,2,1
406.0863582,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,49,3,1,0
257.3749023,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,55,11,2,0
494.6894869,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,51,12,1,0
339.7834908,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,55,2,0,1
191.5747226,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,57,18,0,1
262.1113434,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,60,14,0,0
453.2565082,15.6285509,-2.649222659,2.059938284,10,0.2,0.3,0,57,15,1,0
638.5434656,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,1,66,15,1,0
394.3926499,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,1,69,10,0,0
348.0323037,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,1,74,1,1,1
1056.416109,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,1,76,33,0,1
893.7153533,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,1,59,22,2,0
170.6073345,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,1,62,18,2,1
513.6075227,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,0,71,17,0,1
433.0356306,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,0,54,6,2,0
349.2660775,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,0,54,35,2,0
283.7752065,15.84696426,-0.211673231,1.806143939,10,0.6,0.3,0,56,4,1,1
263.9795089,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,1,53,15,0,1
192.6371379,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,1,59,13,1,1
1313.720945,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,66,3,0,0
1048.751882,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,62,13,1,1
1179.07522,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,52,12,3,1
399.1718837,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,59,30,1,0
585.3838055,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,59,22,1,0
540.124313,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,67,6,1,1
424.4135117,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,59,4,1,0
417.8885267,15.88079563,-1.072624977,0.949252785,10,0.2,0.6,0,69,1,1,0
459.1273419,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,1,59,3,1,0
277.7656206,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,1,74,19,2,1
265.252246,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,1,68,19,2,0
671.1959734,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,1,54,10,3,1
678.1177468,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,1,63,19,0,1
408.8496991,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,1,59,20,1,0
294.7985871,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,0,63,11,0,1
659.2360992,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,0,57,9,1,1
457.6102079,15.51778558,-0.26903407,1.624197178,9,0.666666667,0.444444444,0,61,4,2,1
1211.588821,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,1,54,1,0,0
202.1527765,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,1,62,16,1,1
336.1211191,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,0,70,3,1,0
342.9040273,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,0,64,16,3,0
300.7888926,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,0,44,20,3,0
235.3553959,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,0,49,18,0,0
229.8079958,15.82994719,-1.060325314,1.375611375,7,0.285714286,0.285714286,0,51,26,1,0
193.052712,15.74625813,-0.161159227,1.034077041,5,0,0.4,0,57,15,1,0
220.2858873,15.74625813,-0.161159227,1.034077041,5,0,0.4,0,70,23,1,0
469.4453257,15.74625813,-0.161159227,1.034077041,5,0,0.4,0,63,14,1,1
661.0893031,15.74625813,-0.161159227,1.034077041,5,0,0.4,0,62,3,1,0
448.1489457,15.74625813,-0.161159227,1.034077041,5,0,0.4,0,67,4,3,1
565.6750142,15.9602723,-0.455302924,0.772370812,8,0.625,0,1,64,19,1,0
632.1803825,15.9602723,-0.455302924,0.772370812,8,0.625,0,1,62,17,1,1
653.3618366,15.9602723,-0.455302924,0.772370812,8,0.625,0,1,57,3,1,0
657.916205,15.9602723,-0.455302924,0.772370812,8,0.625,0,1,77,26,2,1
310.6041497,15.9602723,-0.455302924,0.772370812,8,0.625,0,1,70,33,0,0
1133.623514,15.9602723,-0.455302924,0.772370812,8,0.625,0,0,49,10,0,0
414.7622156,15.9602723,-0.455302924,0.772370812,8,0.625,0,0,59,12,2,1
333.0068524,15.9602723,-0.455302924,0.772370812,8,0.625,0,0,55,15,2,1
394.1267668,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,1,59,10,1,0
636.8132959,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,1,60,27,1,1
353.8995311,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,1,53,0,1,0
491.5644893,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,57,31,0,1
1754.773596,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,65,23,0,0
719.9647537,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,68,11,3,0
1202.271211,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,62,18,1,1
684.0564272,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,62,3,1,0
601.4400836,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,66,2,0,0
566.3364216,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,72,4,1,0
1678.166481,15.88134046,0.281022311,1.510553212,11,0.272727273,0.545454545,0,41,19,1,1
158.9635165,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,1,55,11,1,1
341.5087177,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,1,68,18,1,0
344.3337742,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,1,51,17,0,0
228.0360012,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,1,55,18,3,0
411.8185682,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,0,64,16,2,0
407.9558255,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,0,56,13,1,1
354.9192343,15.83535005,0.655120012,1.933238019,7,0.571428571,0.142857143,0,67,10,0,1
1543.72076,15.89271994,2.252206847,1.971797322,8,0.125,0.25,1,47,12,0,1
1087.815714,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,58,0,1,0
1252.336744,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,62,10,1,1
513.9176798,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,62,17,1,1
441.0009993,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,66,11,1,0
744.4711441,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,61,6,1,0
401.8583146,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,61,0,0,0
172.7230713,15.89271994,2.252206847,1.971797322,8,0.125,0.25,0,57,18,0,1
1080.083629,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,64,13,0,0
806.5920316,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,61,20,1,1
455.8945913,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,63,20,2,0
1383.619675,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,55,13,1,0
207.4439135,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,67,16,0,1
655.3796307,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,68,15,2,1
367.8998609,15.83649502,0.79939899,2.195188608,10,0.7,0.7,1,61,34,2,0
668.5895875,15.83649502,0.79939899,2.195188608,10,0.7,0.7,0,64,16,3,1
1043.891856,15.83649502,0.79939899,2.195188608,10,0.7,0.7,0,55,20,2,0
1298.355724,15.83649502,0.79939899,2.195188608,10,0.7,0.7,0,65,7,3,1
963.3467527,15.96530578,0.449493741,4.139269039,8,0.25,0.5,1,56,16,3,1
354.2383217,15.96530578,0.449493741,4.139269039,8,0.25,0.5,1,75,15,3,1
491.7459016,15.96530578,0.449493741,4.139269039,8,0.25,0.5,0,59,15,1,1
923.2823031,15.96530578,0.449493741,4.139269039,8,0.25,0.5,0,46,17,1,0
1173.626235,15.96530578,0.449493741,4.139269039,8,0.25,0.5,0,52,18,2,0
432.5665804,15.96530578,0.449493741,4.139269039,8,0.25,0.5,0,64,11,1,1
517.7340155,15.96530578,0.449493741,4.139269039,8,0.25,0.5,0,56,17,1,1
450.9760695,15.96530578,0.449493741,4.139269039,8,0.25,0.5,0,65,23,0,0
278.5369121,15.7153713,-2.423130233,2.059484279,6,0.333333333,0.166666667,1,51,11,1,1
874.1832601,15.7153713,-2.423130233,2.059484279,6,0.333333333,0.166666667,1,65,15,1,1
312.2061459,15.7153713,-2.423130233,2.059484279,6,0.333333333,0.166666667,0,74,21,1,0
481.0542444,15.7153713,-2.423130233,2.059484279,6,0.333333333,0.166666667,0,65,19,2,1
203.6711799,15.7153713,-2.423130233,2.059484279,6,0.333333333,0.166666667,0,69,22,1,0
545.0553998,15.7153713,-2.423130233,2.059484279,6,0.333333333,0.166666667,0,64,22,1,0
621.2796798,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,1,49,22,3,0
230.4602578,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,1,51,14,2,1
437.5879278,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,1,65,27,0,1
705.2682463,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,1,58,4,0,0
248.8685925,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,0,52,15,1,1
256.9228547,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,0,58,12,1,0
349.0421826,15.8547742,-0.605752481,0.771522906,7,0.571428571,0.428571429,0,65,14,1,1
601.135318,15.83367947,0.257197408,0.64745934,5,0.4,0.2,1,48,3,1,0
840.3768695,15.83367947,0.257197408,0.64745934,5,0.4,0.2,1,65,13,2,0
286.6103531,15.83367947,0.257197408,0.64745934,5,0.4,0.2,0,51,17,0,1
793.8730053,15.83367947,0.257197408,0.64745934,5,0.4,0.2,0,62,6,1,0
717.4666363,15.83367947,0.257197408,0.64745934,5,0.4,0.2,0,54,11,0,0
516.4494445,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,1,57,17,1,1
532.0506535,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,0,64,14,2,0
406.7673349,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,0,71,22,0,0
1134.073426,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,0,58,20,2,1
559.148815,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,0,54,24,3,0
580.5724349,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,0,52,20,0,1
346.8593043,15.97350211,-0.019522729,3.317769915,7,0.142857143,0,0,55,20,2,1
1474.996332,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,1,62,16,5,0
338.9930835,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,1,65,16,4,1
446.841817,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,1,61,4,1,1
377.6411543,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,1,62,18,1,1
872.3936645,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,57,20,1,0
293.7950944,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,72,19,1,1
453.5620171,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,64,0,1,0
389.8169179,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,69,35,1,0
685.5359059,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,75,15,3,1
255.5309043,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,55,10,0,0
496.2417665,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,53,21,0,1
757.6149792,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,60,16,2,0
407.6137152,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,58,12,3,1
660.0216495,15.98251837,-0.678869917,1.234656315,14,0.285714286,0.071428571,0,55,19,2,1
264.2049348,15.51876063,1.599939831,2.002413797,9,0.222222222,0,1,61,13,3,0
237.9690143,15.51876063,1.599939831,2.002413797,9,0.222222222,0,1,51,1,2,0
862.3005914,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,57,14,2,0
436.7190402,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,61,14,3,0
513.1470719,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,62,14,1,0
236.2291951,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,68,20,3,1
523.8438584,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,62,20,2,1
335.0695439,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,57,2,2,1
229.6858613,15.51876063,1.599939831,2.002413797,9,0.222222222,0,0,66,21,2,1
302.8656973,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,1,54,1,1,0
684.6551056,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,1,56,12,1,1
387.4236718,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,1,59,5,2,0
439.0685331,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,0,51,0,2,0
168.1539148,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,0,48,5,0,1
433.0572035,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,0,51,21,2,1
609.2342486,16.13225751,-0.862703437,1.02943678,7,0.428571429,0.142857143,0,50,19,2,0
399.5468898,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,1,71,9,3,0
276.4496784,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,0,75,18,3,0
449.9701611,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,0,65,19,1,0
294.0504624,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,0,64,34,1,1
353.8974706,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,0,60,11,2,0
157.5318351,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,0,49,9,1,0
331.5566091,15.71438892,-2.251263569,0.699138815,7,0.142857143,0.142857143,0,66,15,1,0
459.3851143,16.09015449,0.805312387,0.970127349,8,0.625,0.375,1,57,22,3,0
633.7883413,16.09015449,0.805312387,0.970127349,8,0.625,0.375,1,49,25,2,1
925.9002579,16.09015449,0.805312387,0.970127349,8,0.625,0.375,1,75,14,1,0
572.4812717,16.09015449,0.805312387,0.970127349,8,0.625,0.375,1,74,20,0,1
525.3349368,16.09015449,0.805312387,0.970127349,8,0.625,0.375,1,67,7,0,1
404.8882505,16.09015449,0.805312387,0.970127349,8,0.625,0.375,0,49,18,3,1
380.4516198,16.09015449,0.805312387,0.970127349,8,0.625,0.375,0,58,15,1,0
746.3275963,16.09015449,0.805312387,0.970127349,8,0.625,0.375,0,55,15,3,1
318.8189312,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,66,10,2,0
216.582085,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,73,0,2,1
459.6183833,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,59,5,3,1
509.0893635,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,56,1,1,0
635.9672248,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,59,2,1,1
584.1163127,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,53,15,0,1
302.5757386,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,57,3,0,1
314.7489634,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,55,18,1,1
976.3507917,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,72,16,1,1
215.089341,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,1,60,23,4,0
178.1894845,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,0,65,12,2,0
357.2744968,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,0,60,16,2,0
365.7829785,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,0,61,16,1,0
695.1811484,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,0,54,13,0,1
190.1629386,15.21129813,-1.385192312,1.897434637,15,0.666666667,0.6,0,55,7,3,0
583.4365701,15.95311902,0.942661152,0.92794717,6,0.5,0.333333333,1,73,4,1,1
459.5056274,15.95311902,0.942661152,0.92794717,6,0.5,0.333333333,1,72,16,2,1
393.0554665,15.95311902,0.942661152,0.92794717,6,0.5,0.333333333,1,60,21,2,0
177.8826083,15.95311902,0.942661152,0.92794717,6,0.5,0.333333333,0,67,17,3,1
297.0221732,15.95311902,0.942661152,0.92794717,6,0.5,0.333333333,0,50,32,3,1
460.2457903,15.95311902,0.942661152,0.92794717,6,0.5,0.333333333,0,75,26,1,1
251.3984601,15.99959024,0.758301399,1.73754482,10,0.4,0.6,1,71,19,2,1
1019.98003,15.99959024,0.758301399,1.73754482,10,0.4,0.6,1,67,0,2,0
1120.527037,15.99959024,0.758301399,1.73754482,10,0.4,0.6,1,60,31,1,1
637.3614745,15.99959024,0.758301399,1.73754482,10,0.4,0.6,1,62,12,0,1
460.6117347,15.99959024,0.758301399,1.73754482,10,0.4,0.6,0,67,3,1,0
944.2562272,15.99959024,0.758301399,1.73754482,10,0.4,0.6,0,64,0,0,0
1057.270228,15.99959024,0.758301399,1.73754482,10,0.4,0.6,0,62,16,4,1
862.3467835,15.99959024,0.758301399,1.73754482,10,0.4,0.6,0,60,29,0,0
457.6637867,15.99959024,0.758301399,1.73754482,10,0.4,0.6,0,65,2,2,1
353.123747,15.99959024,0.758301399,1.73754482,10,0.4,0.6,0,56,2,1,0
560.6274639,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,70,24,0,1
917.9501958,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,63,24,0,0
800.7856327,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,54,9,1,0
320.9726641,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,64,23,1,0
789.7487525,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,71,9,0,1
440.246502,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,52,7,2,0
650.2880261,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,1,50,16,1,0
510.7349646,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,0,59,15,1,1
511.97342,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,0,65,2,0,1
436.8191424,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,0,70,11,0,1
454.2665086,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,0,63,18,1,1
451.919299,15.78043051,-0.763958974,0.566564954,12,0.583333333,0.666666667,0,63,16,4,1
224.0036395,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,1,58,3,2,0
322.1683275,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,1,53,17,3,0
533.8268712,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,1,59,19,1,0
1155.809068,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,1,60,3,1,1
1019.211683,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,1,44,12,0,0
635.5057543,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,72,20,3,1
666.6072091,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,52,20,2,1
585.6003422,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,56,7,1,0
472.9322764,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,60,0,0,1
315.3444586,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,63,28,4,1
558.6007225,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,65,1,1,0
261.6980153,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,64,6,2,0
357.9396188,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,56,15,0,0
391.8099958,15.9604234,0.575366503,3.929173275,14,0.357142857,0.214285714,0,57,24,2,1
331.844552,15.59322472,0.102550175,1.074531911,5,0.4,0,1,74,16,2,1
336.5720756,15.59322472,0.102550175,1.074531911,5,0.4,0,1,70,25,1,0
980.6574866,15.59322472,0.102550175,1.074531911,5,0.4,0,0,58,4,1,1
440.4081438,15.59322472,0.102550175,1.074531911,5,0.4,0,0,52,30,1,1
216.4037032,15.59322472,0.102550175,1.074531911,5,0.4,0,0,49,19,2,0
407.4961055,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,61,22,0,1
481.1693589,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,65,10,2,0
335.1612683,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,57,13,1,1
546.9405708,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,63,18,2,0
587.4713726,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,52,16,1,0
1838.394419,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,68,28,1,0
410.0444371,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,66,10,0,0
457.1020736,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,57,11,3,1
889.9830076,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,59,19,2,0
337.6153339,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,64,4,1,0
369.9364607,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,77,19,0,1
269.9126091,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,54,11,0,1
1107.075824,15.84183022,-0.533747776,2.094384559,13,0,0.307692308,0,67,10,0,0
1054.45111,15.67763556,0.130622513,0.661485543,5,0.4,0.4,1,50,16,0,0
816.5226627,15.67763556,0.130622513,0.661485543,5,0.4,0.4,1,53,14,1,0
356.2915509,15.67763556,0.130622513,0.661485543,5,0.4,0.4,0,61,20,2,0
496.0763785,15.67763556,0.130622513,0.661485543,5,0.4,0.4,0,66,11,2,1
992.3998276,15.67763556,0.130622513,0.661485543,5,0.4,0.4,0,58,6,0,0
278.1347789,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,1,71,15,1,1
250.0413486,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,0,60,12,1,1
277.0916755,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,0,66,17,2,0
392.0197062,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,0,44,4,1,0
255.4551245,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,0,68,4,4,1
162.9555048,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,0,52,15,1,0
334.8147656,15.45281086,-0.761312414,1.206359366,7,0.142857143,0.142857143,0,53,17,4,0
322.0002531,15.70855962,-0.389313453,1.049010375,5,0.4,0.2,1,69,13,2,1
576.3031989,15.70855962,-0.389313453,1.049010375,5,0.4,0.2,1,61,25,2,0
549.9994243,15.70855962,-0.389313453,1.049010375,5,0.4,0.2,0,66,3,0,0
1795.401463,15.70855962,-0.389313453,1.049010375,5,0.4,0.2,0,56,3,1,1
300.7086185,15.70855962,-0.389313453,1.049010375,5,0.4,0.2,0,52,9,4,1
588.6758928,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,58,19,0,1
477.8490643,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,56,3,0,0
775.4340432,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,48,1,0,1
589.9282812,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,56,17,0,0
804.2242182,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,64,9,1,0
382.1785589,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,62,32,0,0
328.8617855,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,74,9,3,0
279.1689784,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,1,65,0,1,1
175.8402141,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,0,50,31,4,1
950.1222887,15.90824714,-1.152021578,0.767064303,10,0.8,0.7,0,55,0,2,1
811.7251175,15.77171789,0.854888688,2.66687771,6,0.166666667,0.5,1,51,16,2,1
